mep_id,parliamentary_term,start_date,end_date,political_group
23783,10,2003-04-23,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23783,10,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
23783,5,2003-04-23,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23783,5,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
1286,10,1989-07-25,1992-01-20,Group of the European People's Party (Christian-Democratic Group)
1286,10,1992-01-21,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1286,3,1989-07-25,1992-01-20,Group of the European People's Party (Christian-Democratic Group)
1286,3,1992-01-21,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1189,10,1989-07-25,1990-12-14,Socialist Group
1189,1,1979-07-17,1984-07-23,Socialist Group
1189,2,1984-07-24,1989-07-24,Socialist Group
1189,3,1989-07-25,1990-12-14,Socialist Group
197534,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
197534,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
95018,10,2008-12-22,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
95018,6,2008-12-22,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
1582,10,1984-07-24,1989-07-24,Communist and Allies Group
1582,2,1984-07-24,1989-07-24,Communist and Allies Group
1912,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1912,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
124866,10,2024-07-16,,Renew Europe Group
124866,8,2014-07-01,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
124866,9,2019-07-02,2024-07-15,Renew Europe Group
4562,10,2011-06-06,2012-02-02,Group of the European People's Party (Christian Democrats)
4562,10,2012-02-03,2014-06-30,Group of the European People's Party (Christian Democrats)
4562,5,1999-07-20,1999-10-11,Group of the European People's Party (Christian Democrats) and European Democrats
4562,5,1999-10-12,2002-03-07,Group of the European People's Party (Christian Democrats) and European Democrats
4562,5,2002-03-08,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4562,6,2004-07-20,2004-08-30,Group of the European People's Party (Christian Democrats) and European Democrats
4562,6,2004-08-31,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4562,7,2011-06-06,2012-02-02,Group of the European People's Party (Christian Democrats)
4562,7,2012-02-03,2014-06-30,Group of the European People's Party (Christian Democrats)
886,10,1981-09-18,1983-04-14,Group of European Progressive Democrats
886,1,1981-09-18,1983-04-14,Group of European Progressive Democrats
1209,10,1994-07-19,1999-07-19,Non-attached
1209,2,1984-07-24,1989-07-24,Group of the European Right
1209,3,1989-07-25,1991-05-12,Technical Group of the European Right
1209,3,1991-05-13,1994-07-18,Technical Group of the European Right
1209,4,1994-07-19,1999-07-19,Non-attached
1798,10,1984-07-24,1989-07-24,Group of the European Democratic Alliance
1798,2,1984-07-24,1989-07-24,Group of the European Democratic Alliance
197404,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
197404,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
22197,10,2001-11-06,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
22197,5,2001-11-06,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
197601,10,2019-07-02,2020-01-31,Non-attached Members
197601,9,2019-07-02,2020-01-31,Non-attached Members
2282,10,1996-04-26,1996-11-10,Non-attached
2282,10,1996-11-11,1999-07-19,Non-attached
2282,4,1996-04-26,1996-11-10,Non-attached
2282,4,1996-11-11,1999-07-19,Non-attached
28120,10,2009-07-14,2013-04-05,Group of the European People's Party (Christian Democrats)
28120,6,2004-07-20,2004-08-30,Group of the European People's Party (Christian Democrats) and European Democrats
28120,6,2004-08-31,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
28120,7,2009-07-14,2013-04-05,Group of the European People's Party (Christian Democrats)
125092,10,2014-07-01,2019-07-01,Confederal Group of the European United Left
125092,8,2014-07-01,2019-07-01,Confederal Group of the European United Left
197786,10,2024-07-16,,Patriots for Europe Group
197786,9,2019-07-02,2024-07-15,Identity and Democracy Group
1897,10,1994-04-29,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1897,3,1994-04-29,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1211,10,1994-07-19,1999-07-19,Non-attached
1211,3,1989-07-25,1991-05-12,Technical Group of the European Right
1211,3,1991-05-13,1994-07-18,Technical Group of the European Right
1211,4,1994-07-19,1999-07-19,Non-attached
99419,10,2009-10-14,2014-05-12,Confederal Group of the European United Left
99419,7,2009-10-14,2014-05-12,Confederal Group of the European United Left
28300,10,2013-12-17,2014-06-30,Group of the European People's Party (Christian Democrats)
28300,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
28300,7,2013-12-17,2014-06-30,Group of the European People's Party (Christian Democrats)
2260,10,1999-07-20,2000-04-15,Group of the European People's Party (Christian Democrats) and European Democrats
2260,4,1995-10-09,1995-10-11,Group of the European People's Party (Christian-Democratic Group)
2260,4,1995-10-12,1996-11-12,Group of the European People's Party (Christian-Democratic Group)
2260,4,1996-11-13,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2260,5,1999-07-20,2000-04-15,Group of the European People's Party (Christian Democrats) and European Democrats
1774,10,1984-07-24,1986-03-09,Group of the European Democratic Alliance
1774,10,1986-03-10,1987-04-05,Group of the European Democratic Alliance
1774,10,1987-04-06,1987-09-01,Group of the European Democratic Alliance
1774,1,1979-07-17,1980-10-16,Group of European Progressive Democrats
1774,2,1984-07-24,1986-03-09,Group of the European Democratic Alliance
1774,2,1986-03-10,1987-04-05,Group of the European Democratic Alliance
1774,2,1987-04-06,1987-09-01,Group of the European Democratic Alliance
1025,10,1989-07-25,1993-04-16,Liberal and Democratic Reformist Group
1025,3,1989-07-25,1993-04-16,Liberal and Democratic Reformist Group
1058,10,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1058,3,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
21815,10,2001-06-14,2001-07-18,Union for Europe of the Nations Group
21815,5,2001-06-14,2001-07-18,Union for Europe of the Nations Group
197870,10,2024-07-16,,Group of the Greens/European Free Alliance
197870,9,2019-07-02,2024-07-15,Group of the Greens/European Free Alliance
198329,10,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
198329,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125032,10,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
125032,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
1321,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
1321,3,1989-07-25,1993-04-20,Socialist Group
1321,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1321,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1321,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
2156,10,1999-07-20,2003-09-30,Group of the European People's Party (Christian Democrats) and European Democrats
2156,4,1994-07-19,1996-11-05,"Group of the European Liberal, Democrat and Reform Party"
2156,4,1996-11-06,1998-07-15,Group of the European People's Party (Christian-Democratic Group)
2156,4,1998-07-16,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2156,5,1999-07-20,2003-09-30,Group of the European People's Party (Christian Democrats) and European Democrats
1600,10,1984-07-24,1985-12-12,Liberal and Democratic Group
1600,10,1985-12-13,1989-01-05,Liberal and Democratic Reformist Group
1600,1,1979-07-17,1984-07-23,Liberal and Democratic Group
1600,2,1984-07-24,1985-12-12,Liberal and Democratic Group
1600,2,1985-12-13,1989-01-05,Liberal and Democratic Reformist Group
28310,10,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28310,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
28310,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197700,10,2019-07-02,2020-01-31,Renew Europe Group
197700,9,2019-07-02,2020-01-31,Renew Europe Group
782,10,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
782,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
4389,10,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4389,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
96835,10,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
96835,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
96835,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
1423,10,1989-07-25,1993-04-20,Socialist Group
1423,10,1993-04-21,1994-07-18,Group of the Party of European Socialists
1423,2,1987-03-05,1989-07-24,Socialist Group
1423,3,1989-07-25,1993-04-20,Socialist Group
1423,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
41007,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
41007,6,2008-05-16,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
41007,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
96716,10,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96716,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1141,10,1994-07-19,1996-11-05,"Group of the European Liberal, Democrat and Reform Party"
1141,10,1996-11-06,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1141,3,1989-07-25,1992-01-26,Liberal and Democratic Reformist Group
1141,3,1992-01-27,1994-07-18,Liberal and Democratic Reformist Group
1141,4,1994-07-19,1996-11-05,"Group of the European Liberal, Democrat and Reform Party"
1141,4,1996-11-06,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
28980,10,2004-07-20,2009-07-13,Socialist Group in the European Parliament
28980,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
2307,10,2011-03-31,2014-06-30,Group of the European People's Party (Christian Democrats)
2307,4,1996-11-11,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2307,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
2307,6,2006-02-01,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
2307,7,2011-03-31,2014-06-30,Group of the European People's Party (Christian Democrats)
1160,10,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1160,3,1989-07-25,1994-07-18,Liberal and Democratic Reformist Group
1160,4,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2015,10,1994-07-19,1995-07-04,Group of the European Democratic Alliance
2015,10,1995-07-05,1999-07-19,Group Union for Europe
2015,4,1994-07-19,1995-07-04,Group of the European Democratic Alliance
2015,4,1995-07-05,1999-07-19,Group Union for Europe
1546,10,1986-01-01,1987-09-13,Group of the European Democratic Alliance
1546,2,1986-01-01,1987-09-13,Group of the European Democratic Alliance
2304,10,2004-07-20,2009-07-13,Confederal Group of the European United Left
2304,4,1996-11-11,1997-02-13,Confederal Group of the European United Left/Nordic Green Left
2304,4,1997-02-14,1999-07-19,Confederal Group of the European United Left/Nordic Green Left
2304,5,1999-07-20,1999-10-12,Confederal Group of the European United Left/Nordic Green Left
2304,5,1999-10-13,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
2304,6,2004-07-20,2009-07-13,Confederal Group of the European United Left
124947,10,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124947,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1164,10,2014-07-01,2019-07-01,Non-attached Members
1164,3,1989-07-25,1994-07-18,Technical Group of the European Right
1164,4,1994-07-19,1999-07-19,Non-attached
1164,5,1999-07-20,2001-10-02,Technical Group of Independent Members
1164,5,2001-10-03,2004-07-19,Non-attached
1164,6,2004-07-20,2007-01-14,Non-attached Members
1164,6,2007-01-15,2007-11-13,"Identity, Tradition and Sovereignty Group"
1164,6,2007-11-14,2009-07-13,Non-attached Members
1164,7,2009-07-14,2014-06-30,Non-attached Members
1164,8,2014-07-01,2019-07-01,Non-attached Members
1070,10,1989-07-25,1994-07-18,Liberal and Democratic Reformist Group
1070,3,1989-07-25,1994-07-18,Liberal and Democratic Reformist Group
23768,10,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23768,5,2003-04-23,2004-04-30,Group of the Party of European Socialists
23768,5,2004-05-01,2004-07-19,Group of the Party of European Socialists
23768,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
23768,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23768,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23768,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1404,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1404,2,1984-07-24,1989-07-24,Socialist Group
1404,3,1989-07-25,1993-04-20,Socialist Group
1404,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1404,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1593,10,1987-07-06,1989-07-24,Liberal and Democratic Reformist Group
1593,2,1987-07-06,1989-07-24,Liberal and Democratic Reformist Group
1827,10,1987-02-13,1989-07-24,Socialist Group
1827,2,1987-02-13,1989-07-24,Socialist Group
2006,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
2006,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
2006,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
1721,10,1984-07-24,1989-07-24,European Democratic Group
1721,1,1979-07-17,1984-07-23,European Democratic Group
1721,2,1984-07-24,1989-07-24,European Democratic Group
197809,10,2019-07-02,2020-01-09,Non-attached Members
197809,10,2020-01-10,2020-01-31,European Conservatives and Reformists Group
197809,9,2019-07-02,2020-01-09,Non-attached Members
197809,9,2020-01-10,2020-01-31,European Conservatives and Reformists Group
197452,10,2019-07-02,2024-07-15,Renew Europe Group
197452,9,2019-07-02,2024-07-15,Renew Europe Group
1157,10,1994-07-19,1994-11-30,Confederal Group of the European United Left
1157,10,1994-12-01,1995-01-05,Confederal Group of the European United Left
1157,10,1995-01-06,1997-01-21,Confederal Group of the European United Left/Nordic Green Left
1157,10,1997-01-22,1997-04-30,Confederal Group of the European United Left/Nordic Green Left
1157,1,1979-07-17,1982-03-08,Communist and Allies Group
1157,1,1982-03-09,1984-07-23,Communist and Allies Group
1157,2,1984-07-24,1988-02-16,Communist and Allies Group
1157,2,1988-02-17,1989-07-24,Communist and Allies Group
1157,3,1989-07-25,1991-06-09,Left Unity
1157,3,1991-06-10,1992-01-15,Left Unity
1157,3,1992-01-16,1993-02-10,Left Unity
1157,3,1993-02-11,1994-07-18,Left Unity
1157,4,1994-07-19,1994-11-30,Confederal Group of the European United Left
1157,4,1994-12-01,1995-01-05,Confederal Group of the European United Left
1157,4,1995-01-06,1997-01-21,Confederal Group of the European United Left/Nordic Green Left
1157,4,1997-01-22,1997-04-30,Confederal Group of the European United Left/Nordic Green Left
96766,10,2009-07-14,2011-03-23,Group of the European People's Party (Christian Democrats)
96766,7,2009-07-14,2011-03-23,Group of the European People's Party (Christian Democrats)
1082,10,1989-07-25,1994-07-18,Liberal and Democratic Reformist Group
1082,1,1979-07-17,1983-08-04,Liberal and Democratic Group
1082,3,1989-07-25,1994-07-18,Liberal and Democratic Reformist Group
34231,10,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
34231,6,2005-09-26,2006-12-31,Socialist Group in the European Parliament
34231,6,2007-01-01,2007-06-05,Socialist Group in the European Parliament
34231,6,2007-06-06,2009-07-13,Socialist Group in the European Parliament
34231,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1265,10,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1265,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
1265,2,1984-07-24,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1265,3,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1265,4,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1485,10,1988-04-28,1989-07-24,Socialist Group
1485,2,1988-04-28,1989-07-24,Socialist Group
1980,10,2004-07-20,2009-07-13,Socialist Group in the European Parliament
1980,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1980,5,2001-03-28,2001-04-04,Group of the Party of European Socialists
1980,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
769,10,1979-07-23,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
769,1,1979-07-23,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
2288,10,1996-11-11,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
2288,4,1996-11-11,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
2248,10,1994-07-19,1995-07-04,Forza Europa Group
2248,10,1995-07-05,1996-10-23,Group Union for Europe
2248,10,1996-10-24,1996-12-09,Group Union for Europe
2248,10,1996-12-10,1998-06-14,Group Union for Europe
2248,10,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2248,4,1994-07-19,1995-07-04,Forza Europa Group
2248,4,1995-07-05,1996-10-23,Group Union for Europe
2248,4,1996-10-24,1996-12-09,Group Union for Europe
2248,4,1996-12-10,1998-06-14,Group Union for Europe
2248,4,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
197432,10,2024-07-16,,Renew Europe Group
197432,9,2019-07-02,2024-07-15,Renew Europe Group
34000,10,2005-09-26,2006-12-31,Non-attached Members
34000,10,2007-01-01,2007-01-14,Non-attached Members
34000,10,2007-01-15,2007-11-11,"Identity, Tradition and Sovereignty Group"
34000,10,2007-11-12,2007-12-09,Non-attached Members
34000,6,2005-09-26,2006-12-31,Non-attached Members
34000,6,2007-01-01,2007-01-14,Non-attached Members
34000,6,2007-01-15,2007-11-11,"Identity, Tradition and Sovereignty Group"
34000,6,2007-11-12,2007-12-09,Non-attached Members
1648,10,1986-01-01,1987-07-05,Socialist Group
1648,10,1987-07-06,1989-07-24,Socialist Group
1648,2,1986-01-01,1987-07-05,Socialist Group
1648,2,1987-07-06,1989-07-24,Socialist Group
197392,10,2024-07-16,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197392,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1135,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1135,2,1984-07-24,1989-07-24,Communist and Allies Group
1135,3,1989-07-25,1993-01-11,Group for the European United Left
1135,3,1993-01-12,1993-02-14,Socialist Group
1135,3,1993-02-15,1993-04-20,Socialist Group
1135,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1135,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
883,10,1979-07-17,1982-03-30,Socialist Group
883,1,1979-07-17,1982-03-30,Socialist Group
124870,8,2014-07-01,2016-12-13,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124870,8,2016-12-14,2018-04-16,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124870,8,2018-04-17,2019-06-26,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124700,10,2024-07-16,,Renew Europe Group
124700,8,2014-07-01,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
124700,9,2019-07-02,2024-07-15,Renew Europe Group
1061,10,2004-07-20,2009-07-13,Socialist Group in the European Parliament
1061,3,1989-07-25,1993-04-20,Socialist Group
1061,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1061,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1061,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
1061,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
197836,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197836,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
96663,10,2014-07-01,2014-10-22,European Conservatives and Reformists Group
96663,10,2014-10-23,2016-12-12,European Conservatives and Reformists Group
96663,10,2016-12-13,2017-01-15,European Conservatives and Reformists Group
96663,10,2017-01-16,2017-02-08,European Conservatives and Reformists Group
96663,10,2017-02-09,2019-07-01,European Conservatives and Reformists Group
96663,7,2009-07-14,2010-02-15,Europe of freedom and democracy Group
96663,7,2010-02-16,2012-01-26,Europe of freedom and democracy Group
96663,7,2012-01-27,2014-06-30,Europe of freedom and democracy Group
96663,8,2014-07-01,2014-10-22,European Conservatives and Reformists Group
96663,8,2014-10-23,2016-12-12,European Conservatives and Reformists Group
96663,8,2016-12-13,2017-01-15,European Conservatives and Reformists Group
96663,8,2017-01-16,2017-02-08,European Conservatives and Reformists Group
96663,8,2017-02-09,2019-07-01,European Conservatives and Reformists Group
23802,10,2003-04-23,2004-04-30,Non-attached
23802,10,2004-05-01,2004-07-19,Non-attached
23802,5,2003-04-23,2004-04-30,Non-attached
23802,5,2004-05-01,2004-07-19,Non-attached
1390,10,1989-07-25,1992-04-30,European Democratic Group
1390,10,1992-05-01,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1390,1,1979-07-17,1984-07-23,European Democratic Group
1390,2,1984-07-24,1989-07-24,European Democratic Group
1390,3,1989-07-25,1992-04-30,European Democratic Group
1390,3,1992-05-01,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1132,10,1989-07-25,1994-07-18,The Green Group in the European Parliament
1132,3,1989-07-25,1994-07-18,The Green Group in the European Parliament
1706,10,1984-07-24,1987-04-05,Socialist Group
1706,10,1987-04-06,1989-07-24,Socialist Group
1706,1,1979-07-17,1982-03-08,Socialist Group
1706,1,1982-03-09,1984-07-23,Socialist Group
1706,2,1984-07-24,1987-04-05,Socialist Group
1706,2,1987-04-06,1989-07-24,Socialist Group
1766,10,1986-03-20,1987-04-03,Liberal and Democratic Reformist Group
1766,2,1986-03-20,1987-04-03,Liberal and Democratic Reformist Group
1825,10,1994-07-19,1994-07-27,Group of the European People's Party (Christian-Democratic Group)
1825,10,1994-07-28,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1825,2,1984-07-24,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1825,4,1994-07-19,1994-07-27,Group of the European People's Party (Christian-Democratic Group)
1825,4,1994-07-28,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
96936,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
96936,7,2009-07-14,2012-02-02,Group of the European People's Party (Christian Democrats)
96936,7,2012-02-03,2014-06-30,Group of the European People's Party (Christian Democrats)
96936,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
96936,9,2020-02-01,2024-07-15,Group of the European People's Party (Christian Democrats)
1957,10,1999-07-20,1999-10-12,Confederal Group of the European United Left/Nordic Green Left
1957,10,1999-10-13,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
1957,4,1994-07-19,1995-01-05,Confederal Group of the European United Left
1957,4,1995-01-06,1997-02-13,Confederal Group of the European United Left/Nordic Green Left
1957,4,1997-02-14,1999-07-19,Confederal Group of the European United Left/Nordic Green Left
1957,5,1999-07-20,1999-10-12,Confederal Group of the European United Left/Nordic Green Left
1957,5,1999-10-13,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
1144,10,1989-07-25,1992-12-16,Socialist Group
1144,10,1992-12-17,1994-07-18,Non-attached
1144,2,1984-07-24,1986-10-05,Socialist Group
1144,2,1986-10-06,1987-04-05,Socialist Group
1144,2,1987-04-06,1987-10-25,Socialist Group
1144,2,1987-10-26,1989-07-24,Socialist Group
1144,3,1989-07-25,1992-12-16,Socialist Group
1144,3,1992-12-17,1994-07-18,Non-attached
4407,10,1999-07-20,2001-06-10,Group of the European People's Party (Christian Democrats) and European Democrats
4407,5,1999-07-20,2001-06-10,Group of the European People's Party (Christian Democrats) and European Democrats
197458,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197458,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
1948,10,1994-07-19,1997-02-03,Group of the Party of European Socialists
1948,10,1997-02-04,1999-07-19,Group of the Party of European Socialists
1948,4,1994-07-19,1997-02-03,Group of the Party of European Socialists
1948,4,1997-02-04,1999-07-19,Group of the Party of European Socialists
96875,10,2009-07-14,2014-06-30,Group of the Alliance of Liberals and Democrats for Europe
96875,7,2009-07-14,2014-06-30,Group of the Alliance of Liberals and Democrats for Europe
1220,10,1989-07-25,1989-09-11,Non-attached
1220,10,1989-09-12,1994-07-18,Group of the European Democratic Alliance
1220,3,1989-07-25,1989-09-11,Non-attached
1220,3,1989-09-12,1994-07-18,Group of the European Democratic Alliance
96957,10,2014-07-01,2016-12-12,European Conservatives and Reformists Group
96957,10,2016-12-13,2017-01-15,European Conservatives and Reformists Group
96957,10,2017-01-16,2017-07-04,European Conservatives and Reformists Group
96957,10,2017-07-05,2018-02-28,European Conservatives and Reformists Group
96957,10,2018-03-01,2019-07-01,European Conservatives and Reformists Group
96957,7,2009-07-14,2011-03-08,European Conservatives and Reformists Group
96957,7,2011-03-09,2014-06-30,European Conservatives and Reformists Group
96957,8,2014-07-01,2016-12-12,European Conservatives and Reformists Group
96957,8,2016-12-13,2017-01-15,European Conservatives and Reformists Group
96957,8,2017-01-16,2017-07-04,European Conservatives and Reformists Group
96957,8,2017-07-05,2018-02-28,European Conservatives and Reformists Group
96957,8,2018-03-01,2019-07-01,European Conservatives and Reformists Group
197586,10,2019-07-02,2023-10-02,Identity and Democracy Group
197586,10,2023-10-03,2023-10-18,Non-attached Members
197586,10,2023-10-19,2024-07-15,Group of the European People's Party (Christian Democrats)
197586,9,2019-07-02,2023-10-02,Identity and Democracy Group
197586,9,2023-10-03,2023-10-18,Non-attached Members
197586,9,2023-10-19,2024-07-15,Group of the European People's Party (Christian Democrats)
4552,10,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4552,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4552,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
1446,10,1989-07-25,1993-04-20,Socialist Group
1446,10,1993-04-21,1994-07-18,Group of the Party of European Socialists
1446,1,1979-07-17,1984-07-23,Socialist Group
1446,2,1984-07-24,1989-07-24,Socialist Group
1446,3,1989-07-25,1993-04-20,Socialist Group
1446,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
33611,10,2005-05-25,2009-07-13,Non-attached Members
33611,6,2005-05-25,2009-07-13,Non-attached Members
741,10,1979-09-28,1982-02-16,Group for the Technical Coordination and Defence of Independent Groups and Members
741,10,1982-02-17,1984-07-23,Socialist Group
741,1,1979-09-28,1982-02-16,Group for the Technical Coordination and Defence of Independent Groups and Members
741,1,1982-02-17,1984-07-23,Socialist Group
28147,10,2004-07-20,2006-07-15,Group of the European People's Party (Christian Democrats) and European Democrats
28147,6,2004-07-20,2006-07-15,Group of the European People's Party (Christian Democrats) and European Democrats
39316,10,2007-10-01,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
39316,6,2007-10-01,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
1102,10,1998-11-11,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1102,3,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1102,4,1998-11-11,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2089,10,1995-01-01,1995-02-28,"Group of the European Liberal, Democrat and Reform Party"
2089,10,1995-03-01,1996-11-10,"Group of the European Liberal, Democrat and Reform Party"
2089,4,1995-01-01,1995-02-28,"Group of the European Liberal, Democrat and Reform Party"
