mep_id,parliamentary_term,start_date,end_date,political_group
96654,7,2009-07-14,2010-02-15,Europe of freedom and democracy Group
96654,7,2010-02-16,2014-06-30,Europe of freedom and democracy Group
4283,10,2009-07-14,2012-03-16,Group of the European People's Party (Christian Democrats)
4283,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4283,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4283,7,2009-07-14,2012-03-16,Group of the European People's Party (Christian Democrats)
124586,10,2019-07-02,2021-03-04,Group of the European People's Party (Christian Democrats)
124586,10,2021-03-05,2024-07-15,Non-attached Members
124586,7,2014-05-15,2014-06-30,Group of the European People's Party (Christian Democrats)
124586,9,2019-07-02,2021-03-04,Group of the European People's Party (Christian Democrats)
124586,9,2021-03-05,2024-07-15,Non-attached Members
96777,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
96777,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
4431,10,1999-07-20,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
4431,5,1999-07-20,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
2122,10,1995-01-01,1996-11-10,"Group of the European Liberal, Democrat and Reform Party"
2122,10,1996-11-11,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
2122,4,1995-01-01,1996-11-10,"Group of the European Liberal, Democrat and Reform Party"
2122,4,1996-11-11,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
1484,10,1984-07-24,1989-07-24,Socialist Group
1484,1,1979-11-29,1984-07-23,Socialist Group
1484,2,1984-07-24,1989-07-24,Socialist Group
96799,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
96799,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
28334,10,2016-06-24,2019-07-01,European Conservatives and Reformists Group
28334,6,2004-07-20,2007-02-12,Independence/Democracy Group
28334,6,2007-02-13,2009-07-13,Independence/Democracy Group
28334,8,2016-06-24,2019-07-01,European Conservatives and Reformists Group
1190,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
1190,3,1989-07-25,1993-04-20,Socialist Group
1190,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1190,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1190,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
23843,10,2003-04-23,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23843,10,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
23843,5,2003-04-23,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23843,5,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
96676,10,2009-07-14,2014-06-30,Group of the Greens/European Free Alliance
96676,7,2009-07-14,2014-06-30,Group of the Greens/European Free Alliance
124994,10,2014-07-01,2019-07-01,Group of the Greens/European Free Alliance
124994,8,2014-07-01,2019-07-01,Group of the Greens/European Free Alliance
2230,10,1999-07-20,2004-07-19,Group of the Greens/European Free Alliance
2230,4,1994-07-19,1999-07-19,The Green Group in the European Parliament
2230,5,1999-07-20,2004-07-19,Group of the Greens/European Free Alliance
838,10,1979-07-19,1981-02-08,Liberal and Democratic Group
838,10,1981-02-09,1982-01-14,Liberal and Democratic Group
838,1,1979-07-19,1981-02-08,Liberal and Democratic Group
838,1,1981-02-09,1982-01-14,Liberal and Democratic Group
124776,10,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124776,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1467,10,1994-07-19,1994-11-28,Group of the European People's Party (Christian-Democratic Group)
1467,10,1994-11-29,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1467,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
1467,2,1984-07-24,1985-02-10,Group of the European People's Party (Christian-Democratic Group)
1467,2,1985-02-11,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1467,3,1989-07-25,1992-01-20,Group of the European People's Party (Christian-Democratic Group)
1467,3,1992-01-21,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1467,4,1994-07-19,1994-11-28,Group of the European People's Party (Christian-Democratic Group)
1467,4,1994-11-29,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1964,10,1999-07-20,1999-09-12,"Group of the European Liberal, Democrat and Reform Party"
1964,10,1999-09-13,2001-10-07,"Group of the European Liberal, Democrat and Reform Party"
1964,4,1994-07-19,1997-01-27,"Group of the European Liberal, Democrat and Reform Party"
1964,4,1997-01-28,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
1964,5,1999-07-20,1999-09-12,"Group of the European Liberal, Democrat and Reform Party"
1964,5,1999-09-13,2001-10-07,"Group of the European Liberal, Democrat and Reform Party"
667,10,1980-10-13,1981-02-08,Group of European Progressive Democrats
667,10,1981-02-09,1984-07-23,Group of European Progressive Democrats
667,1,1980-10-13,1981-02-08,Group of European Progressive Democrats
667,1,1981-02-09,1984-07-23,Group of European Progressive Democrats
23844,10,2003-04-22,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23844,10,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
23844,5,2003-04-22,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23844,5,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
834,10,1979-07-17,1980-01-14,Socialist Group
834,1,1979-07-17,1980-01-14,Socialist Group
821,10,1979-07-17,1980-09-18,Socialist Group
821,1,1979-07-17,1980-09-18,Socialist Group
96827,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
96827,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
124951,10,2014-07-01,2014-10-15,Europe of Freedom and Direct Democracy Group
124951,10,2014-10-16,2014-10-19,Non-attached Members
124951,10,2014-10-20,2019-07-01,Europe of Freedom and Direct Democracy Group
124951,8,2014-07-01,2014-10-15,Europe of Freedom and Direct Democracy Group
124951,8,2014-10-16,2014-10-19,Non-attached Members
124951,8,2014-10-20,2019-07-01,Europe of Freedom and Direct Democracy Group
1349,10,1999-07-20,2000-03-07,Group of the Party of European Socialists
1349,10,2000-03-08,2002-01-16,Group of the Party of European Socialists
1349,10,2002-01-17,2004-02-25,Group of the Party of European Socialists
1349,2,1986-01-01,1987-07-05,Socialist Group
1349,2,1987-07-06,1989-07-24,Socialist Group
1349,3,1989-07-25,1993-04-20,Socialist Group
1349,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1349,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1349,5,1999-07-20,2000-03-07,Group of the Party of European Socialists
1349,5,2000-03-08,2002-01-16,Group of the Party of European Socialists
1349,5,2002-01-17,2004-02-25,Group of the Party of European Socialists
2083,10,1994-07-19,1994-11-30,Confederal Group of the European United Left
2083,10,1994-12-01,1995-01-05,Confederal Group of the European United Left
2083,10,1995-01-06,1995-01-19,Confederal Group of the European United Left/Nordic Green Left
2083,10,1995-01-20,1997-02-13,Confederal Group of the European United Left/Nordic Green Left
2083,10,1997-02-14,1999-07-19,Confederal Group of the European United Left/Nordic Green Left
2083,4,1994-07-19,1994-11-30,Confederal Group of the European United Left
2083,4,1994-12-01,1995-01-05,Confederal Group of the European United Left
2083,4,1995-01-06,1995-01-19,Confederal Group of the European United Left/Nordic Green Left
2083,4,1995-01-20,1997-02-13,Confederal Group of the European United Left/Nordic Green Left
2083,4,1997-02-14,1999-07-19,Confederal Group of the European United Left/Nordic Green Left
4421,10,1999-07-20,2001-06-11,Group of the European People's Party (Christian Democrats) and European Democrats
4421,5,1999-07-20,2001-06-11,Group of the European People's Party (Christian Democrats) and European Democrats
940,10,1989-11-16,1993-04-20,Socialist Group
940,10,1993-04-21,1994-07-18,Group of the Party of European Socialists
940,3,1989-11-16,1993-04-20,Socialist Group
940,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1308,10,1999-07-20,1999-12-30,Group of the Party of European Socialists
1308,3,1989-07-25,1991-06-04,Socialist Group
1308,3,1991-06-05,1993-04-20,Socialist Group
1308,3,1993-04-21,1993-07-13,Group of the Party of European Socialists
1308,3,1993-07-14,1994-07-18,Group of the Party of European Socialists
1308,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1308,5,1999-07-20,1999-12-30,Group of the Party of European Socialists
25703,10,2003-10-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
25703,5,2003-10-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
28121,10,2004-07-20,2008-09-30,Socialist Group in the European Parliament
28121,6,2004-07-20,2008-09-30,Socialist Group in the European Parliament
28581,10,2004-07-20,2009-07-13,Socialist Group in the European Parliament
28581,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
124795,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
124795,8,2014-07-01,2014-07-08,Non-attached Members
23787,10,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
23787,5,2003-04-23,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23787,5,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
23787,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
23787,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
23787,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
4282,10,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
4282,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4282,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4282,7,2009-07-14,2009-09-15,Group of the European People's Party (Christian Democrats)
4282,7,2009-09-16,2014-06-30,Group of the European People's Party (Christian Democrats)
4282,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
197835,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197835,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
4333,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
4333,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
2135,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
2135,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
2135,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
2250,10,1994-07-19,1995-07-04,Forza Europa Group
2250,10,1995-07-05,1996-12-09,Group Union for Europe
2250,10,1996-12-10,1998-06-14,Group Union for Europe
2250,10,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2250,4,1994-07-19,1995-07-04,Forza Europa Group
2250,4,1995-07-05,1996-12-09,Group Union for Europe
2250,4,1996-12-10,1998-06-14,Group Union for Europe
2250,4,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2064,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
2064,4,1994-07-19,1998-07-08,Group of the Party of European Socialists
2064,4,1998-07-09,1999-07-19,Group of the Party of European Socialists
2064,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
132191,10,2019-07-02,2024-05-22,Identity and Democracy Group
132191,10,2024-05-23,2024-07-15,Non-attached Members
132191,9,2019-07-02,2024-05-22,Identity and Democracy Group
132191,9,2024-05-23,2024-07-15,Non-attached Members
647,10,1979-07-17,1983-05-26,Group of European Progressive Democrats
647,1,1979-07-17,1983-05-26,Group of European Progressive Democrats
40601,10,2008-04-07,2009-07-13,Socialist Group in the European Parliament
40601,6,2008-04-07,2009-07-13,Socialist Group in the European Parliament
25919,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
25919,5,2003-11-14,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
25919,6,2008-12-04,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
25919,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
34230,10,2005-09-26,2006-12-31,Socialist Group in the European Parliament
34230,10,2007-01-01,2007-06-05,Socialist Group in the European Parliament
34230,6,2005-09-26,2006-12-31,Socialist Group in the European Parliament
34230,6,2007-01-01,2007-06-05,Socialist Group in the European Parliament
1985,10,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1985,4,1994-07-19,1994-09-05,Group of the Party of European Socialists
1985,4,1994-09-06,1997-09-30,Group of the Party of European Socialists
1985,4,1997-10-01,1999-07-19,Group of the Party of European Socialists
1985,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
1985,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
1985,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1985,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96876,10,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
96876,7,2009-07-14,2009-09-15,Group of the European People's Party (Christian Democrats)
96876,7,2009-09-16,2014-06-30,Group of the European People's Party (Christian Democrats)
96876,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
1963,10,2003-06-11,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
1963,4,1994-07-19,1997-01-19,Group of the European People's Party (Christian-Democratic Group)
1963,4,1997-01-20,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1963,5,2003-06-11,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
1727,10,1984-07-24,1988-05-22,Group of the European Right
1727,1,1979-07-17,1984-07-23,Non-attached
1727,2,1984-07-24,1988-05-22,Group of the European Right
28134,10,2009-07-14,2011-08-31,Confederal Group of the European United Left
28134,6,2004-07-20,2009-07-13,Confederal Group of the European United Left
28134,7,2009-07-14,2011-08-31,Confederal Group of the European United Left
197519,10,2019-07-02,2024-07-15,European Conservatives and Reformists Group
197519,9,2019-07-02,2024-07-15,European Conservatives and Reformists Group
1219,10,1999-07-20,1999-10-11,Group of the European People's Party (Christian Democrats) and European Democrats
1219,10,1999-10-12,2002-03-07,Group of the European People's Party (Christian Democrats) and European Democrats
1219,10,2002-03-08,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
1219,3,1989-07-25,1990-11-18,Group of the European People's Party (Christian-Democratic Group)
1219,3,1990-11-19,1992-01-20,Group of the European People's Party (Christian-Democratic Group)
1219,3,1992-01-21,1993-07-13,Group of the European People's Party (Christian-Democratic Group)
1219,3,1993-07-14,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1219,4,1994-07-19,1994-07-27,Group of the European People's Party (Christian-Democratic Group)
1219,4,1994-07-28,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1219,5,1999-07-20,1999-10-11,Group of the European People's Party (Christian Democrats) and European Democrats
1219,5,1999-10-12,2002-03-07,Group of the European People's Party (Christian Democrats) and European Democrats
1219,5,2002-03-08,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
1010,10,1994-07-19,1994-08-01,"Group of the European Liberal, Democrat and Reform Party"
1010,10,1994-08-02,1995-02-28,"Group of the European Liberal, Democrat and Reform Party"
1010,10,1995-03-01,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
1010,3,1989-07-25,1992-03-13,Liberal and Democratic Reformist Group
1010,4,1994-07-19,1994-08-01,"Group of the European Liberal, Democrat and Reform Party"
1010,4,1994-08-02,1995-02-28,"Group of the European Liberal, Democrat and Reform Party"
1010,4,1995-03-01,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
1397,10,1989-07-25,1991-02-12,European Democratic Group
1397,10,1991-02-13,1992-04-30,European Democratic Group
1397,10,1992-05-01,1992-05-13,Group of the European People's Party (Christian-Democratic Group)
1397,10,1992-05-14,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1397,1,1979-07-17,1984-07-23,European Democratic Group
1397,2,1984-07-24,1989-07-24,European Democratic Group
1397,3,1989-07-25,1991-02-12,European Democratic Group
1397,3,1991-02-13,1992-04-30,European Democratic Group
1397,3,1992-05-01,1992-05-13,Group of the European People's Party (Christian-Democratic Group)
1397,3,1992-05-14,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
2185,10,2004-07-20,2006-02-05,Group of the European People's Party (Christian Democrats) and European Democrats
2185,10,2006-02-06,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
2185,10,2007-02-15,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
2185,4,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2185,5,1999-07-20,1999-10-11,Group of the European People's Party (Christian Democrats) and European Democrats
2185,5,1999-10-12,2000-04-02,Group of the European People's Party (Christian Democrats) and European Democrats
2185,5,2000-04-03,2002-03-07,Group of the European People's Party (Christian Democrats) and European Democrats
2185,5,2002-03-08,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
2185,6,2004-07-20,2006-02-05,Group of the European People's Party (Christian Democrats) and European Democrats
2185,6,2006-02-06,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
2185,6,2007-02-15,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
34757,10,2005-10-27,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
34757,6,2005-10-27,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4314,10,2004-07-20,2009-07-13,Socialist Group in the European Parliament
4314,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
4314,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
1820,10,1987-09-09,1989-07-24,Liberal and Democratic Reformist Group
1820,2,1987-09-09,1989-07-24,Liberal and Democratic Reformist Group
183916,10,2024-07-16,,Group of the Greens/European Free Alliance
183916,9,2019-07-02,2022-11-09,Group of the Greens/European Free Alliance
183916,9,2022-11-10,2024-07-15,Group of the Greens/European Free Alliance
28514,10,2009-07-14,2014-06-30,Confederal Group of the European United Left
28514,6,2004-07-20,2009-07-13,Confederal Group of the European United Left
28514,7,2009-07-14,2014-06-30,Confederal Group of the European United Left
197529,10,2024-07-16,,The Left group in the European Parliament
197529,9,2019-07-02,2020-12-17,Group of the European United Left
197529,9,2020-12-18,2024-07-15,The Left group in the European Parliament
28117,10,2009-07-14,2010-02-24,Group of the European People's Party (Christian Democrats)
28117,10,2010-02-25,2014-06-30,Group of the European People's Party (Christian Democrats)
28117,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
28117,7,2009-07-14,2010-02-24,Group of the European People's Party (Christian Democrats)
28117,7,2010-02-25,2014-06-30,Group of the European People's Party (Christian Democrats)
1409,10,1989-07-25,1992-01-20,European Democratic Group
1409,10,1992-01-21,1992-04-30,European Democratic Group
1409,10,1992-05-01,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1409,1,1979-07-17,1984-07-23,European Democratic Group
1409,2,1984-07-24,1985-02-10,European Democratic Group
1409,2,1985-02-11,1989-07-24,European Democratic Group
1409,3,1989-07-25,1992-01-20,European Democratic Group
1409,3,1992-01-21,1992-04-30,European Democratic Group
1409,3,1992-05-01,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1503,10,1984-07-24,1989-07-24,Socialist Group
1503,1,1979-07-17,1984-07-23,Socialist Group
1503,2,1984-07-24,1989-07-24,Socialist Group
28511,10,2009-07-14,2012-05-02,Confederal Group of the European United Left
28511,6,2004-07-20,2009-07-13,Confederal Group of the European United Left
28511,7,2009-07-14,2012-05-02,Confederal Group of the European United Left
1505,10,1984-07-24,1987-04-05,Group of the European People's Party (Christian-Democratic Group)
1505,10,1987-04-06,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1505,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
1505,2,1984-07-24,1987-04-05,Group of the European People's Party (Christian-Democratic Group)
1505,2,1987-04-06,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1104,10,1989-07-25,1991-02-25,Group of the European People's Party (Christian-Democratic Group)
1104,10,1991-02-26,1991-04-13,Group of the European People's Party (Christian-Democratic Group)
1104,3,1989-07-25,1991-02-25,Group of the European People's Party (Christian-Democratic Group)
1104,3,1991-02-26,1991-04-13,Group of the European People's Party (Christian-Democratic Group)
2092,10,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2092,4,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1391,10,1989-07-25,1992-02-04,European Democratic Group
1391,10,1992-02-05,1992-04-30,European Democratic Group
1391,10,1992-05-01,1992-06-10,Group of the European People's Party (Christian-Democratic Group)
1391,10,1992-06-11,1993-02-03,Group of the European People's Party (Christian-Democratic Group)
1391,10,1993-02-04,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1391,1,1979-07-17,1984-07-23,European Democratic Group
1391,2,1984-07-24,1989-07-24,European Democratic Group
1391,3,1989-07-25,1992-02-04,European Democratic Group
1391,3,1992-02-05,1992-04-30,European Democratic Group
1391,3,1992-05-01,1992-06-10,Group of the European People's Party (Christian-Democratic Group)
1391,3,1992-06-11,1993-02-03,Group of the European People's Party (Christian-Democratic Group)
1391,3,1993-02-04,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
124899,10,2014-07-01,2015-05-25,European Conservatives and Reformists Group
124899,8,2014-07-01,2015-05-25,European Conservatives and Reformists Group
23867,10,2003-04-30,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23867,10,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
23867,5,2003-04-30,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23867,5,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
28264,10,2004-07-20,2009-07-13,Group of the Greens/European Free Alliance
28264,6,2004-07-20,2009-07-13,Group of the Greens/European Free Alliance
124816,10,2014-07-01,2016-12-18,Group of the Greens/European Free Alliance
124816,10,2016-12-19,2019-07-01,Group of the Greens/European Free Alliance
124816,8,2014-07-01,2016-12-18,Group of the Greens/European Free Alliance
124816,8,2016-12-19,2019-07-01,Group of the Greens/European Free Alliance
1833,10,2004-07-20,2009-07-13,Group of the Greens/European Free Alliance
1833,3,1991-12-11,1994-07-18,The Green Group in the European Parliament
1833,5,1999-07-20,2004-07-19,Group of the Greens/European Free Alliance
1833,6,2004-07-20,2009-07-13,Group of the Greens/European Free Alliance
1218,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1218,3,1989-07-25,1993-04-20,Socialist Group
1218,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1218,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
2086,10,1995-01-01,1996-11-10,Group of the Party of European Socialists
2086,4,1995-01-01,1996-11-10,Group of the Party of European Socialists
696,10,1983-03-11,1984-07-23,Group of European Progressive Democrats
696,1,1983-03-11,1984-07-23,Group of European Progressive Democrats
4329,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
4329,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
1896,10,1994-03-01,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1896,3,1994-03-01,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
34720,10,2005-10-26,2005-12-14,Independence/Democracy Group
34720,10,2005-12-15,2007-03-28,Non-attached Members
34720,10,2007-03-29,2007-05-15,Independence/Democracy Group
34720,10,2007-05-16,2007-07-19,Independence/Democracy Group
34720,10,2007-07-20,2008-01-29,Independence/Democracy Group
34720,10,2008-01-30,2009-07-13,Independence/Democracy Group
34720,6,2005-10-26,2005-12-14,Independence/Democracy Group
34720,6,2005-12-15,2007-03-28,Non-attached Members
34720,6,2007-03-29,2007-05-15,Independence/Democracy Group
34720,6,2007-05-16,2007-07-19,Independence/Democracy Group
34720,6,2007-07-20,2008-01-29,Independence/Democracy Group
34720,6,2008-01-30,2009-07-13,Independence/Democracy Group
23845,10,2003-04-23,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23845,10,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
23845,5,2003-04-23,2004-04-30,Group of the European People's Party (Christian Democrats) and European Democrats
23845,5,2004-05-01,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
39712,10,2007-12-10,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
39712,6,2007-12-10,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
813,10,1979-07-17,1981-07-15,Socialist Group
813,1,1979-07-17,1981-07-15,Socialist Group
28144,10,2004-07-20,2006-09-25,Independence/Democracy Group
28144,10,2006-09-26,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
28144,6,2004-07-20,2006-09-25,Independence/Democracy Group
28144,6,2006-09-26,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
96670,10,2014-07-01,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
96670,7,2009-07-14,2009-07-19,Group of the Alliance of Liberals and Democrats for Europe
96670,7,2009-07-20,2014-06-30,Group of the Alliance of Liberals and Democrats for Europe
96670,8,2014-07-01,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
731,10,1981-01-01,1981-10-18,Non-attached
731,10,1981-11-02,1982-03-08,Group of the European People's Party (Christian-Democratic Group)
731,10,1982-03-09,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
731,1,1981-01-01,1981-10-18,Non-attached
731,1,1981-11-02,1982-03-08,Group of the European People's Party (Christian-Democratic Group)
731,1,1982-03-09,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
197615,10,2019-07-02,2022-01-24,Identity and Democracy Group
197615,10,2022-01-25,2024-07-15,Non-attached Members
197615,9,2019-07-02,2022-01-24,Identity and Democracy Group
197615,9,2022-01-25,2024-07-15,Non-attached Members
2027,10,1999-07-21,1999-07-21,Non-attached
2027,10,1999-07-22,2004-07-19,Union for Europe of the Nations Group
2027,4,1994-07-19,1995-09-15,Group of the European People's Party (Christian-Democratic Group)
2027,5,1999-07-21,1999-07-21,Non-attached
2027,5,1999-07-22,2004-07-19,Union for Europe of the Nations Group
1139,10,1989-07-25,1990-10-21,Left Unity
1139,3,1989-07-25,1990-10-21,Left Unity
33982,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
33982,6,2005-09-26,2006-12-31,Group of the European People's Party (Christian Democrats) and European Democrats
33982,6,2007-01-01,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
33982,6,2007-02-15,2007-12-09,Group of the European People's Party (Christian Democrats) and European Democrats
33982,6,2007-12-10,2008-01-07,Group of the European People's Party (Christian Democrats) and European Democrats
33982,6,2008-01-08,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
33982,7,2009-07-14,2009-11-24,Group of the European People's Party (Christian Democrats)
33982,7,2009-11-25,2012-02-02,Group of the European People's Party (Christian Democrats)
33982,7,2012-02-03,2014-06-30,Group of the European People's Party (Christian Democrats)
33982,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
33982,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197766,10,2019-07-02,2021-05-19,European Conservatives and Reformists Group
197766,10,2021-05-20,2024-07-15,Renew Europe Group
197766,9,2019-07-02,2021-05-19,European Conservatives and Reformists Group
197766,9,2021-05-20,2024-07-15,Renew Europe Group
4535,10,2004-07-20,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
4535,10,2007-02-15,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4535,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4535,6,2004-07-20,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
4535,6,2007-02-15,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
