vote_id,date,label,code,committee_responsible,rapporteur
169367,2024-07-17,Wednesday’s agenda – Request by The Left Group (to),,,
169368,2024-07-17,Wednesday’s agenda – Request by the PfE Group (to),,,
169338,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 1 to Section 1),,,
169340,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 3),,,
169342,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 6 to Section 3),,,
169343,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 7 to Section 3),,,
169345,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 4),,,
169346,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 4),,,
169347,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 4),,,
169348,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 9 to Section 5),,,
169350,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 5),,,
169351,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 5),,,
169352,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 5),,,
169353,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 5),,,
169354,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 5),,,
169355,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 5),,,
169356,2024-07-17,The need for the EU's continuous support for Ukraine (to Section 5),,,
169357,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 10 to Section 8),,,
169358,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 11 to Section 8),,,
169359,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 12 to Section 8),,,
169360,2024-07-17,The need for the EU's continuous support for Ukraine (Amendment 13 to Section 9),,,
169361,2024-07-17,The need for the EU's continuous support for Ukraine (to),,,
169362,2024-07-17,The need for the EU's continuous support for Ukraine (to),,,
169385,2024-07-18,Request by The Left Group – Motion for adjournment of the vote on the election of the President of the Commission (to),,,
169406,2024-09-16,Tuesday’s agenda – Request by the PfE Group (to),,,
169407,2024-09-16,Wednesday’s agenda – Request by the ECR Group (to),,,
169418,2024-09-18,"Objection pursuant to Rule 115(2) and (3), and Rule 115(4)(c): Maximum residue levels for carbendazim and thiophanate-methyl (to)",,,
169419,2024-09-18,"Objection pursuant to Rule 115(2) and (3), and Rule 115(4)(c): Maximum residue levels for cyproconazole (to)",,,
169555,2024-09-19,The deteriorating situation of women in Afghanistan due to the recent adoption of the law on the ‘Promotion of Virtue and Prevention of Vice’ (to Section 7),,,
169558,2024-09-19,The deteriorating situation of women in Afghanistan due to the recent adoption of the law on the ‘Promotion of Virtue and Prevention of Vice’ (to Section 8),,,
169559,2024-09-19,The deteriorating situation of women in Afghanistan due to the recent adoption of the law on the ‘Promotion of Virtue and Prevention of Vice’ (Amendment 2 to Section 8),,,
169560,2024-09-19,The deteriorating situation of women in Afghanistan due to the recent adoption of the law on the ‘Promotion of Virtue and Prevention of Vice’ (Amendment 3 to Section 8),,,
169564,2024-09-19,The deteriorating situation of women in Afghanistan due to the recent adoption of the law on the ‘Promotion of Virtue and Prevention of Vice’ (Amendment 1 to),,,
169565,2024-09-19,The deteriorating situation of women in Afghanistan due to the recent adoption of the law on the ‘Promotion of Virtue and Prevention of Vice’ (to),,,
169543,2024-09-19,The severe situation of political prisoners in Belarus (Amendment 1 to Section 6),,,
169544,2024-09-19,The severe situation of political prisoners in Belarus (to),,,
169534,2024-09-19,The case of José Daniel Ferrier García in Cuba (Amendment 4 to Section 6),,,
169535,2024-09-19,The case of José Daniel Ferrier García in Cuba (to Section 6),,,
169536,2024-09-19,The case of José Daniel Ferrier García in Cuba (Amendment 3 to Section 6),,,
169537,2024-09-19,The case of José Daniel Ferrier García in Cuba (Amendment 5 to Section 6),,,
169538,2024-09-19,The case of José Daniel Ferrier García in Cuba (Amendment 6 to Section 6),,,
169539,2024-09-19,The case of José Daniel Ferrier García in Cuba (Amendment 2 to Section 6),,,
169540,2024-09-19,The case of José Daniel Ferrier García in Cuba (Amendment 1 to),,,
169541,2024-09-19,The case of José Daniel Ferrier García in Cuba (to),,,
169401,2024-09-19,EU/USA Agreement on the launch of Galileo satellites from U.S. Territory *** (to),A10-0001/2024,"Industry, Research and Energy. Rapporteur: Borys Budka (A10-0001/2024)",Borys Budka
169624,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 4 to Section 1),,,
169625,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 1),,,
169626,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 5 to Section 2),,,
169628,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 2),,,
169629,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 2),,,
169630,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 2),,,
169631,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 12 to Section 2),,,
169632,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 13 to Section 2),,,
169633,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 14 to Section 3),,,
169634,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 15 to Section 3),,,
169635,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 5),,,
169636,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 6 to Section 6),,,
169637,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 7),,,
169638,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 16 to Section 7),,,
169639,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 17 to Section 7),,,
169640,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 18 to Section 7),,,
169641,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 19 to Section 7),,,
169642,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 8),,,
169643,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 20 to Section 8),,,
169644,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 7 to Section 9),,,
169645,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 21 to Section 9),,,
169647,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 9),,,
169648,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 9),,,
169649,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 9),,,
169650,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 22 to Section 10),,,
169651,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 11),,,
169652,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 8 to Section 12),,,
169653,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 12),,,
169654,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 2 to Section 14),,,
169657,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 15),,,
169658,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 27 to Section 18),,,
169662,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 19),,,
169663,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to Section 19),,,
169664,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 23 to Section 21),,,
169665,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 9 to Section 23),,,
169666,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 24 to Section 23),,,
169668,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 1 to),,,
169669,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 1 to),,,
169670,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 10 to),,,
169673,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to),,,
169674,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 11 to),,,
169675,2024-09-19,Continued financial and military support to Ukraine by EU Member States (Amendment 25 to),,,
169676,2024-09-19,Continued financial and military support to Ukraine by EU Member States (to),,,
169589,2024-09-19,Situation in Venezuela (Amendment 11 to Section 1),,,
169591,2024-09-19,Situation in Venezuela (Amendment 2 to Section 1),,,
169590,2024-09-19,Situation in Venezuela (to Section 1),,,
169592,2024-09-19,Situation in Venezuela (to Section 2),,,
169594,2024-09-19,Situation in Venezuela (Amendment 3 to Section 3),,,
169595,2024-09-19,Situation in Venezuela (to Section 6),,,
169596,2024-09-19,Situation in Venezuela (to Section 7),,,
169597,2024-09-19,Situation in Venezuela (to Section 8),,,
169598,2024-09-19,Situation in Venezuela (to Section 9),,,
169599,2024-09-19,Situation in Venezuela (to Section 10),,,
169600,2024-09-19,Situation in Venezuela (Amendment 4 to Section 11),,,
169623,2024-09-19,Situation in Venezuela (to),,,
169567,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to Section 4)",,,
169568,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to Section 4)",,,
169569,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 12 to Section 4)",,,
169570,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 7 to Section 5)",,,
169571,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 3 to Section 6)",,,
169573,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 11 to Section 8)",,,
169574,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 11 to Section 8)",,,
169575,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 8 to Section 10)",,,
169576,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to Section 12)",,,
169577,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to Section 20)",,,
169579,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to Section 21)",,,
169580,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to Section 21)",,,
169581,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 2 to Section 27)",,,
169678,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to)",,,
169583,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (to)",,,
169584,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 1 to)",,,
169585,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 9 to)",,,
169586,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 6 to)",,,
169587,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 5 to)",,,
169588,2024-09-19,"The devastating floods in central and eastern Europe, the loss of lives and the EU’s preparedness to act on such disasters exacerbated by climate change (Amendment 10 to)",,,
169725,2024-10-07,Tuesday’s agenda – Request by the PfE Group (to),,,
169726,2024-10-07,Tuesday’s agenda – Request by The Left Group (to),,,
169701,2024-10-08,"Mobilisation of the European Union Solidarity Fund: assistance to Italy, Slovenia, Austria, Greece and France further to natural disasters that occurred in 2023 (to)",A10-0002/2024,Budgets. Rapporteur: Georgios Aftias (A10-0002/2024),Georgios Aftias
169760,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (to Section 5),,,
169761,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (Amendment 1 to Section 7),,,
169762,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (to Section 8),,,
169765,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (to Section 9),,,
169766,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (Amendment 2 to Section 11),,,
169768,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (to Section 17),,,
169769,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (to),,,
169770,2024-10-09,Strengthening Moldova’s resilience against Russian interference ahead of the upcoming presidential elections and a constitutional referendum on EU integration (to),,,
169771,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (Amendment 2 to Section 1),,,
169773,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to Section 1),,,
169774,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to Section 1),,,
169775,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (Amendment 1 to Section 1),,,
169778,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to Section 2),,,
169790,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to Section 9),,,
169801,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to Section 22),,,
169802,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to Section 22),,,
169803,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to),,,
169808,2024-10-09,The democratic backsliding and threats to political pluralism in Georgia (to),,,
169854,2024-10-10,The case of Bülent Mumay in Türkiye (Amendment 1 to Section 4),,,
169855,2024-10-10,The case of Bülent Mumay in Türkiye (Amendment 2 to Section 5),,,
169856,2024-10-10,"The cases of unjustly imprisoned Uyghurs in China, notably Ilham Tohti and Gulshan Abbas (Amendment 1 to Section 3)",,,
169857,2024-10-10,"The cases of unjustly imprisoned Uyghurs in China, notably Ilham Tohti and Gulshan Abbas (to)",,,
170005,2024-10-21,Tuesday’s agenda – Request by the Verts/ALE Group (to),,,
170006,2024-10-21,Tuesday’s agenda – Request by the Renew Group (to),,,
169889,2024-10-22,Establishing the Ukraine Loan Cooperation Mechanism and providing exceptional macro-financial assistance to Ukraine ***I (Commission proposal),A10-0006/2024,International Trade. Rapporteur: Karin Karlsbro (A10-0006/2024),Karin Karlsbro
169905,2024-10-22,Draft amending budget No 2/2024: entering the surplus of the financial year 2023 (to Section 6),A10-0005/2024,Budgets. Rapporteur: Siegfried Mureşan (A10-0005/2024),Siegfried Mureşan
169890,2024-10-22,Draft amending budget No 2/2024: entering the surplus of the financial year 2023 (to),A10-0005/2024,Budgets. Rapporteur: Siegfried Mureşan (A10-0005/2024),Siegfried Mureşan
169908,2024-10-22,Draft amending budget No 4/2024: update of revenue (own resources) and adjustments to some decentralised agencies (to Section 4),A10-0007/2024,Budgets. Rapporteur: Siegfried Mureşan (A10-0007/2024),Siegfried Mureşan
169909,2024-10-22,Draft amending budget No 4/2024: update of revenue (own resources) and adjustments to some decentralised agencies (Amendment 1 to Section 5),A10-0007/2024,Budgets. Rapporteur: Siegfried Mureşan (A10-0007/2024),Siegfried Mureşan
169887,2024-10-22,Draft amending budget No 4/2024: update of revenue (own resources) and adjustments to some decentralised agencies (to),A10-0007/2024,Budgets. Rapporteur: Siegfried Mureşan (A10-0007/2024),Siegfried Mureşan
169885,2024-10-22,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2024/001 BE/Match-Smatch (to),A10-0009/2024,Budgets. Rapporteur: Michalis Hadjipantela (A10-0009/2024),Michalis Hadjipantela
169901,2024-10-22,2022 discharge: EU general budget – European Council and Council (to Section 14),A10-0003/2024,Budgetary Control. Rapporteur: Jonas Sjöstedt (A10-0003/2024),Jonas Sjöstedt
169904,2024-10-22,2022 discharge: EU general budget – European Council and Council (to Section 16),A10-0003/2024,Budgetary Control. Rapporteur: Jonas Sjöstedt (A10-0003/2024),Jonas Sjöstedt
169894,2024-10-22,2022 discharge: EU general budget – European Council and Council (to),A10-0003/2024,Budgetary Control. Rapporteur: Jonas Sjöstedt (A10-0003/2024),Jonas Sjöstedt
170238,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 693 to),,,
170244,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 309 to),,,
170245,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 332 to),,,
170256,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 725 to),,,
170257,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 313 to),,,
170258,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 618 to),,,
170259,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 314 to),,,
170260,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 315 to),,,
170261,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 726 to),,,
170262,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 213 to),,,
170263,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 316 to),,,
170264,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 317 to),,,
170268,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 733 to),,,
170270,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 334 to),,,
170271,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 156 to),,,
170282,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 328 to),,,
170290,2024-10-23,Draft general budget of the European Union for 2025 – all sections (Amendment 737 to),,,
170052,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 3 to Section 1),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170053,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 4 to Section 1),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170054,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 5 to Section 1),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170055,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 6 to Section 1),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170056,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 7 to Section 1),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170057,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 53 to Section 4),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170060,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 5),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170061,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 54 to Section 5),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170063,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 12),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170064,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 18 to Section 13),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170066,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170067,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 42 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170068,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 55 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170069,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 56 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170070,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 57 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170071,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 58 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170072,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 59 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170073,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 60 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170074,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 61 to Section 15),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170077,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 21 to Section 27),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170079,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 31),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170081,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 8 to Section 34),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170082,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 9 to Section 34),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170083,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 10 to Section 34),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170084,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 11 to Section 34),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170085,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 12 to Section 34),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170093,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 22 to Section 35),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170094,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 22 to Section 35),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170095,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 62 to Section 40),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170098,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 41),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170104,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 23 to Section 43),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170105,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 23 to Section 43),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170108,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 44),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170109,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 24 to Section 44),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170111,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 45),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170112,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 45),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170113,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 25 to Section 45),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170115,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 46),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170120,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 13 to Section 50),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170121,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 14 to Section 50),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170124,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 51),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170125,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 43 to Section 51),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170126,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 52),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170127,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 53),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170130,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 54),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170132,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 55),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170135,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 26 to Section 56),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170136,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 27 to Section 57),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170140,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 2 to Section 61),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170141,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 62),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170142,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 29 to Section 62),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170143,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 44 to Section 62),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170152,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 63),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170153,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 63),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170155,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (to Section 63),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170157,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 30 to Section 63),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170158,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 45 to Section 63),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
170160,2024-10-23,General budget of the European Union for the financial year 2025 – all sections (Amendment 31 to Section 63),,Budgets. Rapporteurs: Victor Negrescu and Niclas Herbst (A10-0008/2024),
