vote_id,code,interinstitutional_file_no,label,date,committee_responsible
47453,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47454,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47455,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47456,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47457,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47458,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47459,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47460,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47461,A9-0154/2021,2020/2040/INI,The gender dimension in Cohesion Policy,2021-06-08,Regional Development
47462,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47463,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47464,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47465,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47466,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47467,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47468,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47469,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47470,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47471,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47472,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47473,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47474,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47475,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47476,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47477,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47478,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47479,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47480,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47481,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47482,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47483,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47484,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47485,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47486,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47487,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47488,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47489,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47490,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47491,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47492,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47493,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47494,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47495,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47496,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47497,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47498,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47499,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47500,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47501,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47502,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47503,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47504,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47505,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47506,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47507,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47508,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47509,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47510,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47511,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47512,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47513,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47514,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47515,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47516,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47517,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47518,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47519,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47520,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47521,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47522,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47523,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47524,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47525,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47526,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47527,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47528,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47529,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47530,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47531,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47532,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47533,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47534,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47535,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47536,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47537,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47538,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47539,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47540,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47541,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47542,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47543,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47544,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
47545,A9-0179/2021,2020/2273/INI,EU Biodiversity Strategy for 2030: Bringing nature back into our lives,2021-06-08,"Environment, Public Health and Food Safety"
